name;CODE;final_kpgz;is_standard_product;IS_CHILD_kpgz;DELETED_DATE;kpgz_sum;kpgz223_sum;kpgz44_sum;con_count;con223_count;con44_count;customer_count;supplier_count;max_con_ID;max_con_sum;max_customer_con_count;max_customer_sum;max_customer_ID;formatted_name;max_supplier_sum
"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ПРОИЗВОДСТВА ""RESPONSE BIOMEDICAL CORPORATION""";01.02.10.43.01.158;Yes;0;Yes;;54745797.85;;54745797.85;23;0;23;11;11;4611749;8326750.5;981;3527934027;6788;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 15 имени О.М. Филатова Департамента здравоохранения города Москвы»;9987451.96
КОНТЕЙНЕРЫ ДЛЯ ТРАНСПОРТИРОВКИ;01.02.11.01.12.03.14;;0;;;35296238.88;555092;34741146.88;33;3;30;26;29;4820303;9381457.53;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;2700000
ХОЛОДИЛЬНИКИ МЕДИЦИНСКИЕ ПРОЧИЕ;01.02.11.01.06.01.01.03;;0;;;35172461.92;974365.22;34198096.7;40;5;35;29;26;4513620;3656547;1631;6916342289;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;2286387.77
КАТЕТЕРЫ БАЛЛОННЫЕ ПЕРИФЕРИЧЕСКИЕ;01.02.10.27.07.08;;0;;;35117208.98;2469054;32648154.98;50;21;29;16;26;4028295;6794385.9;503;1042693123;5912;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Виноградова Департамента здравоохранения города Москвы»;68945716.62
НАСОС ИНФУЗИОННЫЙ ЭЛАСТОМЕРНЫЙ;01.02.11.01.11.01.02;;0;;;35067686.03;;35067686.03;4;0;4;3;4;4299058;19361977.63;1482;8294550499;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;19361977.63
МАГИСТРАЛЬ СОЕДИНИТЕЛЬНАЯ ДЛЯ ВВЕДЕНИЯ РЕНТГЕНОКОНТРАСТНОГО ВЕЩЕСТВА;01.02.10.39.09;;0;;;35034576.76;6081.4;35028495.36;48;2;46;26;30;4629546;8722269;740;2966692493;6014;Государственное бюджетное учреждение здравоохранения города Москвы «Научно-Исследовательский институт скорой помощи им. Н.В. Склифосовского Департамента здравоохранения города Москвы»;16918788
АНАЛИЗАТОРЫ БАКТЕРИОЛОГИЧЕСКИЕ;01.02.11.01.12.01.02;;0;;;34835701.65;;34835701.65;6;0;6;3;5;4752808;15000041.66;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;102200592.3
РАСХОДНЫЕ МАТЕРИАЛЫ, КОМПЛЕКТУЮЩИЕ, ЗАПАСНЫЕ ЧАСТИ ДЛЯ ОБОРУДОВАНИЯ ДЛЯ УБОРКИ;01.20.10.03;;0;;;34688129.43;309941.46;34378187.97;23;11;12;19;22;4406078;33257126.8;822;43904895965;5065;"Государственное унитарное предприятие города Москвы ""Московский ордена ленина и ордена трудового красного знамени метрополитен имени В.И. Ленина""";33257126.8
ИМПЛАНТАТ ДЛЯ МЕЖОСТИСТОЙ ДИНАМИЧЕСКОЙ ФИКСАЦИИ В ПОЯСНИЧНОМ ОТДЕЛЕ ПОЗВОНОЧНИКА;01.02.10.32.04.10;;0;;;34555040.94;;34555040.94;8;0;8;4;4;4265360;10935000;1414;5759725733;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;165095601.5
ВЫТЯЖКИ КУХОННЫЕ БЫТОВЫЕ;01.20.01.99.08;;1;;;729149.35;;729149.35;4;0;4;1;4;4428957;460340.12;1487;13656678141;863;Государственное казенное учреждение города Москвы «Дирекция по обеспечению деятельности организаций труда и социальной защиты населения города Москвы»;1056243.36
ВЫТЯЖКИ КУХОННЫЕ ПРОМЫШЛЕННЫЕ;01.25.02.99.03;;1;;;534777.95;8167.5;526610.45;6;1;5;5;6;4399230;200210.04;634;567584701.5;5298;Государственное бюджетное учреждение здравоохранения города Москвы «Московский многопрофильный центр паллиативной помощи Департамента здравоохранения города Москвы»;17626754.32
ВЫШКИ СУДЕЙСКИЕ УНИВЕРСАЛЬНЫЕ;01.08.01.01.16;;1;;;82522.72;20318.66;62204.06;3;1;2;3;3;4519602;48584.67;301;1917480184;3391;Государственное бюджетное учреждение города Москвы «Управление спортивными объектами» Департамента спорта города Москвы;5514190.02
РЕМОНТ ТЕКУЩИЙ ТЕПЛОВЫХ ПУНКТОВ;02.06.02.03.03;;0;;;34536432.29;4846185.28;29690247.01;25;8;17;19;23;4702075;5116494.93;89;357114096.9;7884;"Казенное предприятие ""Московская энергетическая дирекция""";4681405.89
КАВА-ФИЛЬТР;01.02.10.27.06.01;;0;;24.05.2021;34497921.11;;34497921.11;28;0;28;17;21;4463475;6840000;734;1687953106;2302;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница № 1 им. Н.И.Пирогова Департамента здравоохранения города Москвы;1302549.9
ГАЗОН РУЛОННЫЙ;01.18.10;;2;;20.10.2021;104760368;433593.74;104326774.2;46;1;45;39;15;4444094;34368750;672;44922815801;5006;Государственное бюджетное учреждение города Москвы «Автомобильные дороги»;76290750
ГАЗОНОКОСИЛКИ;01.12.05.02;;1;;;50340489.04;2467759.27;47872729.77;73;6;67;60;36;4100193;6321710.91;96;1921127581;5101;Государственное бюджетное учреждение города Москвы «Автомобильные дороги западного административного округа»;3094148645
УСЛУГИ ПРЕСС-ЦЕНТРОВ НА ТЕРРИТОРИИ РФ;03.35.02;;0;;;34426918.42;;34426918.42;2;0;2;2;2;4197319;34096918.42;17;106653825.3;7634;Департамент средств массовой информации и рекламы города Москвы (без подведов);122174468.4
ГАЗЫ КРОВИ PO2 ИВД, НАБОР, ИОН-СЕЛЕКТИВНЫЕ ЭЛЕКТРОДЫ;01.02.10.43.276.01;;1;;;1422093.42;;1422093.42;8;0;8;7;6;4748627;468912.3;695;887640289.8;5525;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская клиническая больница имени З.А. Башляевой Департамента здравоохранения города Москвы»;18406262.64
ГАЙКА-ФУТОРКА ДЛЯ КОЛЕС;01.09.08.10.06.15;;1;;;40644161.08;;40644161.08;1;0;1;1;1;4872226;40644161.08;46;655098240.9;4653791;Государственное бюджетное учреждение города Москвы «Жилищник района Бирюлево западное»;210740931.3
ДИСПЕНСЕРЫ;01.02.10.55.10.01;;0;;14.01.2019;34395087.88;975365.84;33419722.04;43;4;39;39;28;4562925;3140241.16;1631;6916342289;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;4166876.93
ГАЛЕТЫ;01.01.07.15;;1;;;153020.41;;153020.41;1;0;1;1;1;4216909;153020.41;1487;13656678141;863;Государственное казенное учреждение города Москвы «Дирекция по обеспечению деятельности организаций труда и социальной защиты населения города Москвы»;3147758700
ГАЛОШИ РЕЗИНОВЫЕ КЛЕЕНЫЕ ДЛЯ ВЗРОСЛЫХ;01.19.04.08.01;;1;;;4684.94;;4684.94;1;0;1;1;1;4573051;4684.94;214;634609555.3;6535;"Государственное бюджетное учреждение здравоохранения города Москвы ""Центр лекарственного обеспечения Департамента здравоохранения города Москвы""";2264562.44
ГАЛЬКА;01.11.03.04.07;;1;;;3958651.46;740956.8;3217694.66;11;3;8;6;10;4264828;1500000;133;561604074.4;4647969;Государственное бюджетное учреждение города Москвы «Жилищник района Кунцево»;7540272.22
РИТУАЛЬНЫЕ УСЛУГИ ПО ЗАХОРОНЕНИЮ;03.21.03;;0;;;34385434;3568234;30817200;6;2;4;2;4;4823149;21745500;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;7882045
