NAME;CODE;isFinal_kpgz;status;IS_STANDARD_PRODUCT;DELETED_DATE;KPGZ_SUM;KPGZ223_SUM;KPGZ44_SUM;CON_COUNT;CON223_COUNT;CON44_COUNT;CUSTOMER_COUNT;SUPPLIER_COUNT;MAX_CON_ID;MAX_CON_SUM;MAX_CUSTOMER_CON_COUNT;MAX_CUSTOMER_SUM;MAX_CUSTOMER_ID;FORMATTED_NAME;MAX_SUPPLIER_SUM
КАТЕТЕРЫ ДЛЯ УДАЛЕНИЯ КАВА-ФИЛЬТРА СЪЕМНОГО;01.02.10.27.07.16;;0;0;;3824153,69;0;3824153,69;17;0;17;10;11;4850402;1108800;1004;3577513085;6788;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 15 имени О.М. Филатова Департамента здравоохранения города Москвы»;90696565,74
КАТЕТЕРЫ ДЛЯ ОПТИЧЕСКОЙ КОГЕРЕНТНОЙ ТОМОГРАФИИ ДЛЯ АППАРАТА ВНУТРИСОСУДИСТОЙ ОПТИЧЕСКОЙ КОГЕРЕНТНОЙ ТОМОГРАФИИ;01.02.10.27.07.17;;0;0;;1148042,44;0;1148042,44;2;0;2;1;2;4606300;947925;520;1148911444;5912;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Виноградова Департамента здравоохранения города Москвы»;71397946,59
КАТЕТЕРЫ ПРОВОДНИКОВЫЕ;01.02.10.27.07.18;;51;0;;163907644,4;526764,3;163380880,1;144;2;142;25;55;4796896;15030009;776;1847475157;2302;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница № 1 им. Н.И.Пирогова Департамента здравоохранения города Москвы;111697833,9
КАТЕТЕРЫ-ИНТРОДЬЮСЕРЫ;01.02.10.27.07.19;;0;0;;12713000,35;0;12713000,35;26;0;26;11;16;4522455;3225173,83;747;2961793682;6014;Государственное бюджетное учреждение здравоохранения города Москвы «Научно-Исследовательский институт скорой помощи им. Н.В. Склифосовского Департамента здравоохранения города Москвы»;20661124,67
МИКРОКАТЕТЕРЫ;01.02.10.27.07.20;;0;0;;8877279,15;0;8877279,15;20;0;20;16;17;4390438;2962210;1654;6940426183;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;111697833,9
КАТЕТЕРЫ ДЛЯ УЛЬТРАЗВУКОВЫХ ВНУТРИСОСУДИСТЫХ ИССЛЕДОВАНИЙ;01.02.10.27.07.21;;0;0;;9704491,37;0;9704491,37;8;0;8;4;8;4625746;2333280,25;1004;3577513085;6788;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 15 имени О.М. Филатова Департамента здравоохранения города Москвы»;5496105,63
КАТЕТЕРЫ БАЛЛОННЫЕ ДИЛЯТАЦИОННЫЕ ДЛЯ ПЕРИФЕРИЧЕСКОЙ ЧТА;01.02.10.27.07.22;;0;0;;4615811,49;0;4615811,49;12;0;12;6;6;4397249;957090;1314;3486894770;5903;Государственное бюджетное учреждение здравоохранения города Москвы «Морозовская детская городская клиническая больница Департамента здравоохранения города Москвы»;50021202,95
Катетер ангиографический, одноразового использования;01.02.10.27.07.24;;0;0;;71708395,52;903072,91;70805322,61;135;4;131;25;57;4966324;9927353,15;518;1329979900;5882;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени И.В. Давыдовского Департамента здравоохранения города Москвы»;7573984
МИКРОКАТЕТЕР ДЛЯ ПЕРИФЕРИЧЕСКИХ/КОРОНАРНЫХ СОСУДОВ;01.02.10.27.07.25;;0;0;;65672158,32;0;65672158,32;81;0;81;24;41;4796896;15225000;518;1329979900;5882;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени И.В. Давыдовского Департамента здравоохранения города Москвы»;53950829,09
КАТЕТЕР-ЛОВУШКА ВНУТРИСОСУДИСТЫЙ;01.02.10.27.07.26;;0;0;;6539545,98;0;6539545,98;41;0;41;15;23;4761460;998500;1004;3577513085;6788;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 15 имени О.М. Филатова Департамента здравоохранения города Москвы»;39643883,01
КАТЕТЕРЫ БАЛЛОННЫЕ ДИЛАТАЦИОННЫЕ;01.02.10.27.07.28;;0;0;;417817,53;0;417817,53;5;0;5;2;4;4437850;278733,4;1489;5923446448;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;171491085,4
КАТЕТЕР ЭНДОСКОПИЧЕСКИЙ ДЛЯ РАЗМЕЩЕНИЯ СТЕНТА;01.02.10.27.07.29;;0;0;;832456,66;0;832456,66;4;0;4;4;3;4540646;694260;1675;9117027574;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;45627144,96
КЛАПАНЫ СЕРДЕЧНЫЕ ТРАНСКАТЕТЕРНЫЕ;01.02.10.27.08;;0;0;;80870940,95;0;80870940,95;14;0;14;4;10;4524989;19448254,2;518;1329979900;5882;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени И.В. Давыдовского Департамента здравоохранения города Москвы»;112401767,5
КРАНИКИ ТРЕХХОДОВЫЕ ДЛЯ МАГИСТРАЛЕЙ;01.02.10.27.10;;0;0;;1996377,4;1228,06;1995149,34;11;2;9;11;11;4488371;885062;1353;4516811843;3322;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени С.С. Юдина Департамента здравоохранения города Москвы»;94059769,89
ЛЕНТЫ ИЗМЕРИТЕЛЬНЫЕ МЕДИЦИНСКИЕ;01.02.10.27.11;;0;0;;105949,65;0;105949,65;5;0;5;3;4;4434139;37537;562;1290123691;2170;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 29 им. Н.Э. Баумана Департамента здравоохранения города Москвы»;94601341,3
ЛИНИИ ВЫСОКОГО ДАВЛЕНИЯ МЕДИЦИНСКИЕ СОЕДИНИТЕЛЬНЫЕ;01.02.10.27.12;;0;0;;18194356,19;0;18194356,19;55;0;55;24;32;4966324;2091219,9;830;2132636153;7717;Государственное бюджетное учреждение здравоохранения города Москвы «Инфекционная клиническая больница № 2 Департамента здравоохранения города Москвы»;45890111,11
МАНИФОЛД ДЛЯ ПОДАЧИ ЖИДКОСТИ;01.02.10.27.13;;0;0;;572010;0;572010;2;0;2;1;2;4270753;568760;518;1329979900;5882;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени И.В. Давыдовского Департамента здравоохранения города Москвы»;2931597,16
МИКРОСФЕРЫ;01.02.10.27.14;;0;0;;29738647,47;764319,52;28974327,95;41;1;40;18;23;4282917;1773193,5;776;1847475157;2302;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница № 1 им. Н.И.Пирогова Департамента здравоохранения города Москвы;1801009,16
